file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
precompute_bundles.R,pipeline_execution,"if (inherits(bundle, ""precompute_error"")) {",line 224,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,runtime_data_cooking,"cat(sprintf(""[precompute] h=%02d  ERROR (%.1fs): %s\n"", h, elapsed, bundle$message))",line 225,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,pipeline_execution,"cat(sprintf(""[precompute] h=%02d  ERROR (%.1fs): %s\n"", h, elapsed, bundle$message))",line 225,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,runtime_data_cooking,"cat(sprintf(""[precompute] h=%02d  OK    (%.1fs) -> %s\n"", h, elapsed,",line 236,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,pipeline_execution,"cat(sprintf(""[precompute] h=%02d  OK    (%.1fs) -> %s\n"", h, elapsed,",line 236,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,runtime_data_cooking,"cat(""[precompute] Resumen:\n"")",line 269,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,pipeline_execution,"cat(""[precompute] Resumen:\n"")",line 269,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,runtime_data_cooking,"cat(sprintf(""\n[precompute] Manifest guardado en: %s\n"", manifest_path))",line 292,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,pipeline_execution,"cat(sprintf(""\n[precompute] Manifest guardado en: %s\n"", manifest_path))",line 292,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,runtime_data_cooking,"cat(""[precompute] Listo.\n"")",line 293,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
precompute_bundles.R,pipeline_execution,"cat(""[precompute] Listo.\n"")",line 293,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,pipeline_execution,# Scripts_tablas_dashboard/run_dashboard.R,line 2,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,forecast_execution,# Lanzador del dashboard (wrapper) que delega al runner oficial: AI_SAF.R,line 4,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,# Lanzador del dashboard (wrapper) que delega al runner oficial: AI_SAF.R,line 4,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,pipeline_execution,#   Rscript Scripts_tablas_dashboard/run_dashboard.R,line 11,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,dependency_bloat,library(shiny),line 15,medium,Dependencies should be minimized for read-only display.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,forecast_execution,# Runner oficial,line 35,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,"ai_saf <- file.path(root_dir, ""AI_SAF.R"")",line 36,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,"message(""RUN DEBUG ai_saf    : "", ai_saf)",line 40,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,if (!file.exists(ai_saf)) {,line 42,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,"stop(""No se encontró AI_SAF.R en: "", ai_saf, call. = FALSE)",line 43,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,forecast_execution,# Delegar TODO al runner oficial,line 46,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
run_dashboard.R,project_specific_text,"source(ai_saf, local = TRUE)",line 47,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,#     - observe / observeEvent,line 10,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,#     - reactive / reactiveVal / eventReactive,line 11,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,pipeline_execution,#       para alimentar visualizaciones (sin sustituir el pipeline de datos).,line 13,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,#       * scripts/pipeline (importacion.R u otros) -> ingestión y preparación,line 26,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,pipeline_execution,#       * scripts/pipeline (importacion.R u otros) -> ingestión y preparación,line 26,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,pipeline_execution,#       * duplicar lógica que pertenece al pipeline de datos,line 31,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"#       * data frames / listas utilizados por el UI (Ingresos, Ingresos_mensual,",line 35,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,safe_na_num <- function(x) {,line 67,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,# Coerce to numeric safely; turn non-parsable into NA,line 68,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,.safe_as_date <- function(x) {,line 72,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,safe_parse_date <- function(x) {,line 77,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,out <- suppressWarnings(.safe_as_date(x)),line 85,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"out <- suppressWarnings(.safe_as_date(as.Date(x, format = ""%Y-%m-%d"")))",line 89,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"out <- suppressWarnings(.safe_as_date(as.Date(x, format = ""%d/%m/%Y"")))",line 92,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"out[ok] <- .safe_as_date(sprintf(""%04d-%02d-01"", yy[ok], mm[ok]))",line 118,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,.safe_as_date(s2),line 161,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 224,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,".date  = safe_parse_date(.data[[date_col]]),",line 225,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,.value = safe_na_num(.data[[value_col]]),line 226,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,# Robust summarize wrapper (safe sum + na.rm),line 292,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
